key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
223,Bosnia and Herzegovina,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,24753.12
224,Bosnia and Herzegovina,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,39515.27
225,Bosnia and Herzegovina,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,69888.09
226,Bosnia and Herzegovina,67,GOVERNMENT OF BOSNIA AND HERZE,BIH,Bosnia and Herzegovina,BIH_GOVT,Bosnia and Herzegovina Governm,1873332.38
227,Bosnia and Herzegovina,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,126497.65
228,Bosnia and Herzegovina,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1051061
229,Bosnia and Herzegovina,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,2689006.77
230,Bosnia and Herzegovina,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,225800.89
231,Bosnia and Herzegovina,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,79874.79
232,Bosnia and Herzegovina,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,64858.32
233,Bosnia and Herzegovina,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
234,Bosnia and Herzegovina,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,4371743
235,Bosnia and Herzegovina,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,16340.79
236,Bosnia and Herzegovina,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,321459.82
237,Bosnia and Herzegovina,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,31905.7
238,Bosnia and Herzegovina,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,-6508.22
239,Bosnia and Herzegovina,10102,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,29633.46
240,Bosnia and Herzegovina,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,2778855.99
241,Bosnia and Herzegovina,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,649675.3
242,Bosnia and Herzegovina,10361,ZAYED FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAYED FOUN,PRIV_ZAYED FOUNDATION,136.6
243,Bosnia and Herzegovina,10480,USAID,USA,United States of America,USAID,USAID,1375550.93
244,Bosnia and Herzegovina,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,7.08
245,Bosnia and Herzegovina,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,636743.69
246,Bosnia and Herzegovina,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,68513.47
247,Bosnia and Herzegovina,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,5692.78
248,Bosnia and Herzegovina,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,103340.61
249,Bosnia and Herzegovina,12064,International Fund for Animal,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IFAW,International Fund for Animal,61503.81
250,Bosnia and Herzegovina,12182,EKOPAK ltd,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BIH-,EKOPAK,0
251,Bosnia and Herzegovina,12226,European Climate Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NLD-ECF,ECF,4251.91
252,Bosnia and Herzegovina,12291,"Komunalno preduzece ""Bobas"" A.",-,-,-,-,0
253,Botswana,-,-,-,-,-,-,0
254,Botswana,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
255,Botswana,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,402.83
256,Botswana,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,6895.74
257,Botswana,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,1149888.97
258,Botswana,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0
259,Botswana,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
260,Botswana,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-9914.39
261,Botswana,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,11361.1
262,Botswana,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,4981.4
263,Botswana,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,0
264,Botswana,10191,"UNCCD, BONN",UN_AGY 1,UN AGENCY 1,UNCCD_ BON,AGY_UNCCD_ BONN,0
265,Botswana,10287,AFRICAN COMPREHENSIVE HIV/AIDS,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
266,Botswana,10363,DEP INTERNATIONAL,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
267,Brazil,-,-,-,-,-,-,1564.75
268,Brazil,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,43958.4
269,Brazil,16,INTER-AMERICAN DEVELOPMENT BAN,IFI_IDB,IFI_IDB,IDB,Inter-American Development Ban,973824.73
270,Brazil,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,10889531.81
271,Brazil,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,6814.49
272,Brazil,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,26.68
273,Brazil,1053,BRA-MIN DO DESENVOL  VIMENTO S,BRA,Brazil,BRA_MIN,Brazil Ministry,160709.34
274,Brazil,11238,BRA-MINISTERIO DO MEIO AMBIENT,BRA,Brazil,BRA_MIN,Brazil Ministry,845119.78
275,Brazil,11239,BRA-FUNDACAO NACIONAL DO INDIO,BRA,Brazil,BRA_MIN,Brazil Ministry,0
276,Brazil,11240,BRA-MIN DESENVOL  VIMENTO AGRA,BRA,Brazil,BRA_MIN,Brazil Ministry,3953681.79
277,Brazil,11248,BRA-Inst. Chico. Mendes de Con,BRA,Brazil,BRA_MIN,Brazil Ministry,1502141.9
278,Brazil,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,16931.2
279,Brazil,11488,BRA-Caixa Economica federal,BRA,Brazil,BRA_GOVT,Brazil Government,227448.66
280,Brazil,11575,BRA-Agencia N.Vig.Sanitaria,BRA,Brazil,BRA_MIN,Brazil Ministry,2871517.78
281,Brazil,11587,Ministerio da Saude,BRA,Brazil,BRA_MIN,Brazil Ministry,1775581.09
282,Brazil,11622,BRA-MINISTERIO DO ESPORTE,BRA,Brazil,BRA_MIN,Brazil Ministry,420
283,Brazil,11648,BRA-Min. das Relacoes Exterier,BRA,Brazil,BRA_MIN,Brazil Ministry,1596337.97
284,Brazil,11695,BRA-SEBRAE,BRA,Brazil,BRA_MIN,Brazil Ministry,275235.51
285,Brazil,11748,BRA-AOJIN,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,134532.65
286,Brazil,11758,BRA-Financiadora Estudos/Proj,BRA,Brazil,BRA_MIN,Brazil Ministry,181651.52
287,Brazil,11762,BRA-PETROBRAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,725100.29
288,Brazil,11764,BRA Banco do Nordeste do Brasi,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,377003.32
289,Brazil,11765,BRA - Ministerio Desenv. Socia,BRA,Brazil,BRA_MIN,Brazil Ministry,819042.9
290,Brazil,11789,BRA-Instituto Bras. Do Algodao,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,863346.99
291,Brazil,11791,BRA-ELETROBRAS FURNAS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,227889.05
292,Brazil,11811,BRA-SEC NAC DA JUVENTUDE,BRA,Brazil,BRA_MIN,Brazil Ministry,975.93
293,Brazil,11867,BRA - SENADO,BRA,Brazil,BRA_MIN,Brazil Ministry,118391.05
294,Brazil,11868,BRA-SECULT,BRA,Brazil,BRA_MIN,Brazil Ministry,-785.02
295,Brazil,11889,BRA-Defensoria Pública da Uniã,BRA,Brazil,BRA_MIN,Brazil Ministry,0
296,Brazil,11894,BRA-CODEPLAN,BRA,Brazil,BRA_MIN,Brazil Ministry,47811.51
297,Brazil,11895,BRA-TERRACAP,BRA,Brazil,BRA_MIN,Brazil Ministry,11085322.42
298,Brazil,11897,BRA-Secreteria de Reforma Jo J,BRA,Brazil,BRA_MIN,Brazil Ministry,310295.42
299,Brazil,11902,BRA- Sec Planej de Minas Gerai,BRA,Brazil,BRA_MIN,Brazil Ministry,71727.42
300,Brazil,11926,BRA-Com.Nac da Vardade CNV/PR,BRA,Brazil,BRA_MIN,Brazil Ministry,1251526.54
301,Brazil,11934,BRA-SG Presidencia,BRA,Brazil,BRA_GOVT,Brazil Government,1177079.21
302,Brazil,11968,BRA-Sec Nac Defesa Civil,BRA,Brazil,BRA_GOVT,Brazil Government,954139.65
303,Brazil,11980,BRA-CONS ADM DEFESA ECON/MJ,BRA,Brazil,BRA_GOVT,Brazil Government,38126.32
304,Brazil,11981,BRA-SEC NACIONAL DO CONSUMIDOR,BRA,Brazil,BRA_GOVT,Brazil Government,45490.94
305,Brazil,12107,BRA-FUNDACAOVALE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRA - FUNDACAOVALE,Foundation,186410.49
306,Brazil,12119,BRA-Governo do Estado da Bahia,BRA,Brazil,BRA_GOVT,Brazil Government,435685.61
307,Brazil,12157,BRA- EMPRESSA DE PLANEJAMENTO,BRA,Brazil,BRA_MIN,Brazil Ministry,469567.46
308,Brazil,12158,BRA-SECRET ARIA DE POLITICAS D,BRA,Brazil,BRA_MIN,Brazil Ministry,16248.44
309,Brazil,54412,BRA-SECRETARIA DIRETOS HUMANOS,BRA,Brazil,BRA_MIN,Brazil Ministry,943774.77
310,Bulgaria,-,-,-,-,-,-,0
311,Bulgaria,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,110694.86
312,Bulgaria,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
313,Bulgaria,1336,BUL-MINISTRY OF LABOUR & SOCIA,BGR,Bulgaria,BGR_MIN2,Bulgaria Ministry2,0
314,Bulgaria,1452,BUL-MUNICIPALITIES,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0
315,Bulgaria,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,202440.73
316,Bulgaria,10993,BUL MINISTRY OF REG DEVT AND P,BGR,Bulgaria,BGR_MIN,Bulgaria Ministry,0
317,Bureau for Dev. Policy,-,-,-,-,-,-,0
318,Bureau for Dev. Policy,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,885366.67
319,Bureau for Dev. Policy,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,87996.83
320,Bureau for Dev. Policy,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
321,Bureau for Dev. Policy,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,66428.33
322,Bureau for Dev. Policy,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,136110.7
323,Bureau for Dev. Policy,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,1753.05
324,Bureau for Dev. Policy,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,999514.46
325,Bureau for Dev. Policy,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,278210.06
326,Bureau for Dev. Policy,70,GOVERNMENT OF BOTSWANA,BWA,Botswana,BWA_GOVT,Botswana Government,5653.7
327,Bureau for Dev. Policy,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,242753.1
328,Bureau for Dev. Policy,94,GOVERNMENT OF CZECHOSLOVAKIA,CSK,Czechoslovakia,CSK_GOVT,Czechoslovakia Government,13625.28
329,Bureau for Dev. Policy,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,961352.55
330,Bureau for Dev. Policy,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,368345.2
331,Bureau for Dev. Policy,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,154870.62
332,Bureau for Dev. Policy,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,33271.78
333,Bureau for Dev. Policy,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,68446.08
334,Bureau for Dev. Policy,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,4979739.28
335,Bureau for Dev. Policy,152,GOVERNMENT OF LIECHTENSTEIN,LIE,Liechtenstein,LIE_GOVT,Liechtenstein Government,0
336,Bureau for Dev. Policy,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,121391.28
337,Bureau for Dev. Policy,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1118807.89
338,Bureau for Dev. Policy,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,1008446.42
339,Bureau for Dev. Policy,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,682637.93
340,Bureau for Dev. Policy,215,GOVERNMENT OF SINGAPORE,SGP,Singapore,SGP_GOVT,Singapore Government,90888.35
341,Bureau for Dev. Policy,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,131648.64
342,Bureau for Dev. Policy,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,1836
343,Bureau for Dev. Policy,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,322043.6
344,Bureau for Dev. Policy,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,484025.78
345,Bureau for Dev. Policy,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
346,Bureau for Dev. Policy,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,-77.1
347,Bureau for Dev. Policy,316,CONRAD HILTON FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CHF,PRIV_CONRAD HILTON FOUNDATION,0
348,Bureau for Dev. Policy,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,-1368
349,Bureau for Dev. Policy,393,WORLD VISION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WORLDVISIO,PRIV_WORLD VISION,82458.2
350,Bureau for Dev. Policy,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,94172.89
351,Bureau for Dev. Policy,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,636787.76
352,Bureau for Dev. Policy,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,3050322.68
353,Bureau for Dev. Policy,717,The Republic of Korea,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,220343.26
354,Bureau for Dev. Policy,1480,NAT'L DEMOCRATIC INSTITUTE FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NDI,PRIV_YEM-NATIONAL DEMOCRATIC I,32102.78
355,Bureau for Dev. Policy,1649,ROCKEFELLER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ROCKE,PRIV_ROCKEFELLER FOUNDATION,0
356,Bureau for Dev. Policy,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,5167953.23
357,Bureau for Dev. Policy,1854,ESCAP,UN_AGY 1,UN AGENCY 1,ESCAP,AGY_ESCAP,-11633.25
358,Bureau for Dev. Policy,1861,UN Office in Geneva,UN_AGY 1,UN AGENCY 1,UNOG,AGY_UN Office in Geneva,0
359,Bureau for Dev. Policy,1864,World Trade Organization,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WTO_TRADE,World Trade Organization,77410.53
360,Bureau for Dev. Policy,10008,UN Office for Project Services,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,42324.14
361,Bureau for Dev. Policy,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,3883424.2
362,Bureau for Dev. Policy,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,435726.28
363,Bureau for Dev. Policy,10232,UN FRAMEWORK CONVENTION ON CLI,UN_AGY 1,UN AGENCY 1,UNFCCC,AGY_UN FRAMEWORK CONVENTION ON,0
364,Bureau for Dev. Policy,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0
365,Bureau for Dev. Policy,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,627818.71
366,Bureau for Dev. Policy,10444,Unión Inter-Parlamentaria,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IPU,Union Inter-Parlamentaria,29805.19
367,Bureau for Dev. Policy,10480,USAID,USA,United States of America,USAID,USAID,140007.75
368,Bureau for Dev. Policy,10545,INTERNATIONAL IDEA,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IDEA,INTERNAL INST FOR DEM & EA,42988.23
369,Bureau for Dev. Policy,10647,FIRST DATA WESTERN UNION FOUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FIRST UNION,PRIV_FIRST UNION,0
370,Bureau for Dev. Policy,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,5264856.31
371,Bureau for Dev. Policy,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,1023461.55
372,Bureau for Dev. Policy,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,3341.87
373,Bureau for Dev. Policy,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,99705.29
374,Bureau for Dev. Policy,10846,ENERGY & ENERGY EFFICIENCY PSH,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,REEEP,PRIV_UK BASED,98079.58
375,Bureau for Dev. Policy,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,0
376,Bureau for Dev. Policy,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,37194.26
377,Bureau for Dev. Policy,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,21176.42
378,Bureau for Dev. Policy,11352,WSSCC UNOPS,UN_AGY 1,UN AGENCY 1,WSSCC,SWITZERLAND,61138.61
379,Bureau for Dev. Policy,11446,Over seas Development Institut,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODI,PRIV_BRITAIN,189328.04
380,Bureau for Dev. Policy,11449,Foundation for Global Compact,UN_AGY 1,UN AGENCY 1,GLOB_COMP_FOUND,UN,824.99
381,Bureau for Dev. Policy,11604,Sweden Folke Bernadotte Academ,SWE,Sweden,SWE_GOVT,Sweden Government,17208.37
382,Bureau for Dev. Policy,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,9993.8
383,Bureau for Dev. Policy,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,569.53
384,Bureau for Dev. Policy,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,11389.81
385,Bureau for Dev. Policy,11817,GRM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GRM,GRM,0
386,Bureau for Dev. Policy,11929,MDTFO/UNDP CVF,MDTF1,BU,BOM_OFA_ACCOUNTS,MDTFO/UNDP CVF,63001.92
387,Bureau for Dev. Policy,11931,Motorola Solutions Uk Limited,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MOTOROLA S,Motorola Solutions Uk Limited,89109.82
388,Bureau for Dev. Policy,11999,Motorola Solutions Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MOT. FOUN.,Motorola Solutions Foundation,20000
389,Bureau for Dev. Policy,12125,IKEA Supply AG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IKEASI,PRIV_SWEDEN,0
390,Bureau for Dev. Policy,12141,Kurdistan Regional Govt Iraq,IRQ,Iraq,IRQ_GOVT,Iraq Government,4959.05
391,Bureau for Dev. Policy,12178,FANRPAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ZAF-,FANRPAN,0
392,Bureau for Dev. Policy,12270,Sustainable DG Fund,-,-,-,-,100000
393,Burkina Faso,-,-,-,-,-,-,0
394,Burkina Faso,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,220819.14
395,Burkina Faso,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,149999.04
396,Burkina Faso,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,199999.8
397,Burkina Faso,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,28.49
398,Burkina Faso,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,174963.7
399,Burkina Faso,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
400,Burkina Faso,68,GOVERNMENT OF BURKINA FASO,BFA,Burkina Faso,BFA_GOVT,Burkina Faso Government,2355.12
401,Burkina Faso,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,-54696.97
402,Burkina Faso,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,7469.6
403,Burkina Faso,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,2290730.64
404,Burkina Faso,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,1280382.38
405,Burkina Faso,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,-5558.06
406,Burkina Faso,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,273.78
407,Burkina Faso,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1815467.789
408,Burkina Faso,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,-13.71
409,Burkina Faso,1697,BKF-SHELL FOUDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL,PRIV_BKF-SHELL FOUDATION,394.31
410,Burkina Faso,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,5413.21
411,Burkina Faso,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,11692.38
412,Burkina Faso,10228,Aarhus United A/S,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AARHUSUNIT,PRIV_Aarhus United A/S,1852.36
413,Burkina Faso,11137,WEST AFRICAN ECONOMIC AND MONE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,UEMOA,UEMOA,12013.09
414,Burkina Faso,11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,622571.97
415,Burkina Faso,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
416,Burundi,-,-,-,-,-,-,0
417,Burundi,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,1664.72
418,Burundi,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,1126.71
419,Burundi,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
420,Burundi,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,12694.77
421,Burundi,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,2783.8
422,Burundi,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,7390.78
